Port;TCP;UDP;Description
1748;Unofficial;Unofficial;KDE Connect
1749;Unofficial;Unofficial;KDE Connect
1750;Unofficial;Unofficial;KDE Connect
1751;Unofficial;Unofficial;KDE Connect
1752;Unofficial;Unofficial;KDE Connect
1753;Unofficial;Unofficial;KDE Connect
1754;Unofficial;Unofficial;KDE Connect
1755;Unofficial;Unofficial;KDE Connect
1756;Unofficial;Unofficial;KDE Connect
1757;Unofficial;Unofficial;KDE Connect
1758;Unofficial;Unofficial;KDE Connect
1759;Unofficial;Unofficial;KDE Connect
1760;Unofficial;Unofficial;KDE Connect
1761;Unofficial;Unofficial;KDE Connect
1762;Unofficial;Unofficial;KDE Connect
1763;Unofficial;Unofficial;KDE Connect
1764;Unofficial;Unofficial;KDE Connect
1716;Unofficial;Unofficial;America's Army, a massively multiplayer online game (MMO)
1719;Yes;Yes;H.323 registration and alternate communication
1720;Yes;Yes;H.323 call signaling
1723;Yes;Assigned;Point-to-Point Tunneling Protocol (PPTP)
1755;Yes;Yes;Microsoft Media Services (MMS, ms-streaming)
1761;Unofficial;Unofficial;Novell ZENworks
1776;Yes;Yes;Emergency management information system
1783;Reserved;Reserved;Decomissioned [sic] Port 04/14/00, ms
1801;Yes;Yes;Microsoft Message Queuing
1812;Yes;Yes;RADIUS authentication protocol, radius
1813;Yes;Yes;RADIUS accounting protocol, radius-acct
1863;Yes;Yes;Microsoft Notification Protocol (MSNP), used by the Microsoft Messenger service and a number of instant messaging Messenger clients
1880;Unofficial;Unofficial;Node-RED
1883;Yes;Yes;MQTT (formerly MQ Telemetry Transport)
1900;Assigned;Yes;Simple Service Discovery Protocol (SSDP), discovery of UPnP devices
1935;Yes;Yes;Macromedia Flash Communications Server MX, the precursor to Adobe Flash Media Server before Macromedia's acquisition by Adobe on December 3, 2005 / Real Time Messaging Protocol (RTMP), primarily used in Adobe Flash
1965;Unofficial;No;Gemini, a lightweight, collaboratively designed protocol, striving to fill the gap between Gopher and HTTP
1967;Unofficial;Unofficial;Cisco IOS IP Service Level Agreements (IP SLAs) Control Protocol
1972;Yes;Yes;InterSystems Cach , and InterSystems IRIS versions 2020.3 and later
1984;Yes;Yes;Big Brother / Arweave mining node
1985;Assigned;Yes;Cisco Hot Standby Router Protocol (HSRP)
1998;Yes;Yes;Cisco X.25 over TCP (XOT) service
2000;Yes;Yes;Cisco Skinny Client Control Protocol (SCCP)
2009;Yes;Yes;only for Jasper
2010;Unofficial;Unofficial;Artemis: Spaceship Bridge Simulator
2033;Unofficial;Unofficial;Civilization IV multiplayer
2049;Yes;Yes;Network File System (NFS)
2056;Unofficial;Unofficial;Civilization IV multiplayer
2080;Yes;Yes;Autodesk NLM (FLEXlm)
2082;Unofficial;Unofficial;cPanel default
2083;Yes;Yes;Secure RADIUS Service (radsec) / cPanel default SSL
2086;Yes;Yes;GNUnet / WebHost Manager default
2087;Unofficial;Unofficial;WebHost Manager default SSL
2095;Yes;Yes;cPanel default web mail
2096;Unofficial;Unofficial;cPanel default SSL web mail
2100;Unofficial;Unofficial;Warzone 2100 multiplayer
2101;Unofficial;Unofficial;Networked Transport of RTCM via Internet Protocol (NTRIP)
2102;Yes;Yes;Zephyr Notification Service server
2103;Yes;Yes;Zephyr Notification Service serv-hm connection
2104;Yes;Yes;Zephyr Notification Service hostmanager
2123;Yes;Yes;GTP control messages (GTP-C)
2142;Yes;Yes;TDMoIP (TDM over IP)
2152;Yes;Yes;GTP user data messages (GTP-U)
2159;Yes;Yes;GDB remote debug port
2181;Yes;Yes;EForward-document transport system / Apache ZooKeeper default client port
2195;Unofficial;Unofficial;Apple Push Notification Service, binary, gateway. Deprecated March 2021.
2196;Unofficial;Unofficial;Apple Push Notification Service, binary, feedback. Deprecated March 2021.
2197;Unofficial;Unofficial;Apple Push Notification Service, HTTP/2, JSON-based API.
2210;Yes;Yes;NOAAPORT Broadcast Network
2211;Yes;Yes;EMWIN
2221;Unofficial;Unofficial;ESET anti-virus updates
2222;Yes;Yes;EtherNet/IP implicit messaging for IO data / DirectAdmin Access
2222;Yes;Yes;ESET Remote administrator
2223;Yes;Yes;ESET Remote administrator
2224;Yes;Yes;ESET Remote administrator
2225;Yes;Yes;ESET Remote administrator
2226;Yes;Yes;ESET Remote administrator
2240;Yes;Yes;General Dynamics Remote Encryptor Configuration Information Protocol (RECIPe)
2261;Yes;Yes;CoMotion master
2262;Yes;Yes;CoMotion backup
2302;Unofficial;Unofficial;ArmA multiplayer / Halo: Combat Evolved multiplayer host
2303;Unofficial;Unofficial;ArmA multiplayer (default port for game +1) / Halo: Combat Evolved multiplayer listener
2305;Unofficial;Unofficial;ArmA multiplayer (default port for game +3)
2351;Unofficial;Unofficial;AIM game LAN network port
2368;Unofficial;Unofficial;Ghost (blogging platform)
2369;Unofficial;Unofficial;Default for BMC Control-M/Server Configuration Agent
2370;Unofficial;Unofficial;Default for BMC Control-M/Server, to allow the Control-M/Enterprise Manager to connect to the Control-M/Server
2372;Unofficial;Unofficial;Default for K9 Web Protection/parental controls, content filtering agent
2375;Yes;Reserved;Docker REST API (plain)
2376;Yes;Reserved;Docker REST API (SSL)
2377;Yes;Reserved;Docker Swarm cluster management communications
2379;Yes;Reserved;CoreOS etcd client communication / KGS Go Server
2380;Yes;Reserved;CoreOS etcd server communication
2389;Assigned;Assigned;OpenView Session Mgr
2399;Yes;Yes;FileMaker Data Access Layer (ODBC/JDBC)
2401;Yes;Yes;CVS version control system password-based server
2404;Yes;Yes;IEC 60870-5-104, used to send electric power telecontrol messages between two systems via directly connected data circuits
2424;Unofficial;Unofficial;OrientDB database listening for binary client connections
2427;Yes;Yes;Media Gateway Control Protocol (MGCP) media gateway
2447;Yes;Yes;ovwdb OpenView Network Node Manager (NNM) daemon
2456;Unofficial;Unofficial;Valheim
2459;Yes;Yes;XRPL
2480;Unofficial;Unofficial;OrientDB database listening for HTTP client connections
2483;Yes;Yes;Oracle database listening for insecure client connections to the listener, replaces port 1521
2484;Yes;Yes;Oracle database listening for SSL client connections to the listener
2500;Unofficial;Unofficial;NetFS communication
2501;Unofficial;Unofficial;NetFS probe
2535;Yes;Yes;Multicast Address Dynamic Client Allocation Protocol (MADCAP). All standard messages are UDP datagrams.
2541;Yes;Yes;LonTalk/IP
2546;Yes;Yes;EVault data protection services
2547;Yes;Yes;EVault data protection services
2548;Yes;Yes;EVault data protection services
2593;Unofficial;Unofficial;Ultima Online servers
2598;Unofficial;Unofficial;Citrix Independent Computing Architecture (ICA) with Session Reliability
2599;Unofficial;Unofficial;Ultima Online servers
2628;Yes;Yes;DICT
2638;Yes;Yes;SQL Anywhere database server
2710;Unofficial;Unofficial;XBT Tracker. UDP tracker extension is considered experimental.
2727;Yes;Yes;Media Gateway Control Protocol (MGCP) media gateway controller (call agent)
2775;Yes;Yes;Short Message Peer-to-Peer (SMPP)
2809;Yes;Yes;corbaloc:iiop URL, per the CORBA 3.0.3 specification
2811;Yes;Yes;gsi ftp, per the GridFTP specification
2827;Unofficial;Unofficial;I2P BOB Bridge
2944;Yes;Yes;Megaco text H.248
2945;Yes;Yes;Megaco binary (ASN.1) H.248
2947;Yes;Yes;gpsd, GPS daemon
2948;Yes;Yes;WAP push Multimedia Messaging Service (MMS)
2949;Yes;Yes;WAP push Multimedia Messaging Service (MMS)
2967;Yes;Yes;Symantec System Center agent (SSC-AGENT)
3000;Unofficial;Unofficial;Ruby on Rails development default / Meteor development default / Resilio Sync, spun from BitTorrent Sync. / Create React App, script to create single-page React applications / Gogs (self-hosted GIT service) / Grafana
3001;Yes;No;Honeywell Prowatch
3004;Unofficial;Unofficial;iSync
3010;Yes;Yes;KWS Connector
3020;Yes;Yes;Common Internet File System (CIFS). See also port 445 for Server Message Block (SMB), a dialect of CIFS.
3050;Yes;Yes;gds-db (Interbase/Firebird databases)
3052;Yes;Yes;APC PowerChute Network
3074;Yes;Yes;Xbox LIVE and Games for Windows Live
3101;Unofficial;Unofficial;BlackBerry Enterprise Server communication protocol
3128;Unofficial;No;Squid caching web proxy
3225;Yes;Yes;Fibre Channel over IP (FCIP)
3233;Yes;Yes;WhiskerControl research control protocol
3260;Yes;Yes;iSCSI
3268;Yes;Yes;msft-gc, Microsoft Global Catalog (LDAP service which contains data from Active Directory forests)
3269;Yes;Yes;msft-gc-ssl, Microsoft Global Catalog over SSL (similar to port 3268, LDAP over SSL)
3283;Yes;Yes;Net Assistant, a predecessor to Apple Remote Desktop / Apple Remote Desktop 2.0 or later
3290;Unofficial;Unofficial;Virtual Air Traffic Simulation (VATSIM) network voice communication
3305;Yes;Yes;Odette File Transfer Protocol (OFTP)
3306;Yes;Assigned;MySQL database system
3323;Unofficial;Unofficial;DECE GEODI Server
3332;Unofficial;Unofficial;Thundercloud DataPath Overlay Control
3333;Unofficial;Unofficial;Eggdrop, an IRC bot default port / Network Caller ID server / CruiseControl.rb / OpenOCD (gdbserver)
3344;Unofficial;Unofficial;Repetier-Server
3351;Unofficial;Unofficial;Pervasive PSQL
3386;Yes;Yes;GTP' 3GPP GSM/UMTS CDR logging protocol
3389;Yes;Yes;Microsoft Terminal Server (RDP) officially registered as Windows Based Terminal (WBT)
3396;Yes;Yes;Novell NDPS Printer Agent
3412;Yes;Yes;xmlBlaster
3423;Yes;Yes;Xware xTrm Communication Protocol
3424;Yes;Yes;Xware xTrm Communication Protocol over SSL
3435;Yes;Yes;Pacom Security User Port
3455;Yes;Yes;Resource Reservation Protocol (RSVP)
3478;Yes;Yes;STUN, a protocol for NAT traversal / TURN, a protocol for NAT traversal (extension to STUN) / STUN Behavior Discovery. See also port 5349.
3478;Unofficial;Unofficial;Microsoft Teams
3479;Unofficial;Unofficial;Microsoft Teams
3480;Unofficial;Unofficial;Microsoft Teams
3481;Unofficial;Unofficial;Microsoft Teams
3479;Unofficial;Unofficial;PlayStation Network
3480;Unofficial;Unofficial;PlayStation Network
3483;Yes;Yes;Slim Devices discovery protocol / Slim Devices SlimProto protocol
3493;Yes;Yes;Network UPS Tools (NUT)
3503;Yes;Yes;MPLS LSP-echo Port
3516;Yes;Yes;Smartcard Port
3527;Yes;Yes;Microsoft Message Queuing
3535;Unofficial;Unofficial;SMTP alternate
3544;Yes;Yes;Teredo tunneling
3551;Yes;Yes;Apcupsd Information Port
3601;Yes;Yes;SAP Message Server Port
3632;Yes;Assigned;Distcc, distributed compiler
3645;Yes;Yes;Cyc
3655;Yes;Yes;Advanced Systems Concepts, Inc. ActiveBatch Exec Agent
3659;Yes;Yes;Apple SASL, used by macOS Server Password Server / Battlefield 4
3667;Yes;Yes;Information Exchange
3671;Yes;Yes;KNXnet/IP(EIBnet/IP)
3689;Yes;Assigned;Digital Audio Access Protocol (DAAP), used by Apple's iTunes and AirPlay
3690;Yes;Yes;Subversion (SVN) version control system
3702;Yes;Yes;Web Services Dynamic Discovery (WS-Discovery), used by various components of Windows Vista and later
3721;Unofficial;Unofficial;ES File Explorer FTP server
3724;Yes;Yes;Some Blizzard games / Club Penguin Disney online game for kids
3725;Yes;Yes;Netia NA-ER Port
3749;Yes;Yes;CimTrak registered port
3768;Yes;Yes;RBLcheckd server daemon
3784;Yes;Yes;Bidirectional Forwarding Detection (BFD)for IPv4 and IPv6 (Single Hop) (RFC 5881)
3785;Unofficial;Unofficial;VoIP program used by Ventrilo
3799;Yes;Yes;RADIUS change of authorization
3804;Yes;Yes;Harman Professional HiQnet protocol
3825;Unofficial;Unofficial;RedSeal Networks client/server connection
3826;Yes;Yes;WarMUX game server / RedSeal Networks client/server connection
3835;Unofficial;Unofficial;RedSeal Networks client/server connection
3830;Yes;Yes;System Management Agent, developed and used by Cerner to monitor and manage solutions
3856;Unofficial;Unofficial;ERP Server Application used by F10 Software
3880;Yes;Yes;IGRS
3868;Yes;Yes;Diameter base protocol (RFC 3588)
3872;Yes;Yes;Oracle Enterprise Manager Remote Agent
3900;Yes;Yes;udt_os, IBM UniData UDT OS
3960;Unofficial;Unofficial;Warframe online interaction
3962;Unofficial;Unofficial;Warframe online interaction
3978;Unofficial;Unofficial;OpenTTD game (masterserver and content service)
3978;Unofficial;Unofficial;Palo Alto Networks' Panorama management of firewalls and log collectors & pre-PAN-OS 8.0 Panorama-to-managed devices software updates.
3979;Unofficial;Unofficial;OpenTTD game
3999;Yes;Yes;Norman distributed scanning service
4000;Unofficial;Unofficial;Diablo II game
4001;Unofficial;Unofficial;Microsoft Ants game / CoreOS etcd client communication
4018;Yes;Yes;Protocol information and warnings
4035;Unofficial;Unofficial;IBM Rational Developer for System z Remote System Explorer Daemon
4045;Unofficial;Unofficial;Solaris lockd NFS lock daemon/manager
4050;Unofficial;Unofficial;Mud Master Chat protocol (MMCP) - Peer-to-peer communications between MUD clients.
4069;Yes;Yes;Minger Email Address Verification Protocol
4070;Unofficial;Unofficial;Amazon Echo Dot (Amazon Alexa) streaming connection with Spotify
4089;Yes;Yes;OpenCORE Remote Control Service
4090;Yes;Yes;Kerio
4093;Yes;Yes;PxPlus Client server interface ProvideX
4096;Yes;Yes;Ascom Timeplex Bridge Relay Element (BRE)
4105;Yes;Yes;Shofar (ShofarNexus)
4111;Yes;Assigned;Xgrid
4116;Yes;Yes;Smartcard-TLS
4123;Assigned;Yes;Z-Wave Protocol
4125;Unofficial;Unofficial;Microsoft Remote Web Workplace administration
4172;Yes;Yes;Teradici PCoIP
4190;Yes;Yes;ManageSieve
4195;Yes;Yes;AWS protocol for cloud remoting solution
4197;Yes;Yes;Harman International's HControl protocol for control and monitoring of Audio, Video, Lighting and Control equipment
4198;Unofficial;Unofficial;Couch Potato Android app
4200;Unofficial;Unofficial;Angular app
4201;Unofficial;Unofficial;TinyMUD and various derivatives
4222;Unofficial;Unofficial;NATS server default port
4226;Unofficial;Unofficial;Aleph One, a computer game
4242;Unofficial;Unofficial;Orthanc DICOM server / Quassel distributed IRC client
4243;Unofficial;Unofficial;Docker implementations, redistributions, and setups default / CrashPlan
4244;Unofficial;Unofficial;Viber
4303;Yes;Yes;Simple Railroad Command Protocol (SRCP)
4307;Yes;Yes;TrueConf Client - TrueConf Server media data exchange
4321;Yes;Yes;Referral Whois (RWhois) Protocol
4444;Unofficial;Unofficial;Oracle WebCenter Content: Content Server Intradoc Socket port. (formerly known as Oracle Universal Content Management). / Metasploit's default listener port / Xvfb X server virtual frame buffer service / OpenOCD (Telnet)
4444;Unofficial;Unofficial;I2P HTTP/S proxy
4445;Unofficial;Unofficial;I2P HTTP/S proxy
4486;Yes;Yes;Integrated Client Message Service (ICMS)
4488;Yes;Assigned;Apple Wide Area Connectivity Service, used by Back to My Mac
4500;Assigned;Yes;IPSec NAT Traversal (RFC 3947, RFC 4306)
4502;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4503;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4504;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4505;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4506;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4507;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4508;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4509;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4510;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4511;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4512;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4513;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4514;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4515;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4516;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4517;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4518;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4519;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4520;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4521;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4522;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4523;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4524;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4525;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4526;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4527;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4528;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4529;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4530;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4531;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4532;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4533;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4534;Yes;Yes;Microsoft Silverlight connectable ports under non-elevated trust
4505;Unofficial;Unofficial;Salt master
4506;Unofficial;Unofficial;Salt master
4534;Unofficial;Unofficial;Armagetron Advanced server default
4560;Unofficial;Unofficial;default Log4j socketappender port
